query_id	query_text	class_label
test-2223	did i put grocery shopping on my todo list	todo_list
test-2224	give me my todo list	todo_list
test-2225	what things are on my todo list	todo_list
test-2226	have i told you to add washing dishes to my todo list	todo_list
test-2227	is laundry on my todo list	todo_list
test-2228	read my todo list	todo_list
test-2229	list my todo list items	todo_list
test-2230	is "cleaning the bathroom" an item on my todo list	todo_list
test-2231	tell me what's on my todo list	todo_list
test-2232	read my to-do list items	todo_list
test-2233	check on my to-do list items	todo_list
test-2234	check what is on my to-do list	todo_list
test-2235	what items are on my list of to-dos	todo_list
test-2236	what is on my to-do list	todo_list
test-2237	what kind of things do i have to do today	todo_list
test-2238	what's on my todo list for today	todo_list
test-2239	please tell me my todo list	todo_list
test-2240	is my todo list possible today	todo_list
test-2241	i really want to know my todo list again thanks	todo_list
test-2242	is it possible to read my to-do list again	todo_list
test-2243	tell me my to-do list	todo_list
test-2244	what is my to-do list like today	todo_list
test-2245	list my to-do list	todo_list
test-2246	give me my to-do list	todo_list
test-2247	what must i do today	todo_list
test-2248	is make a hair appointment on my todo list right now	todo_list
test-2249	can you see if paying garbage bill is on my todo list for this week	todo_list
test-2250	change the accent you're using	change_accent
test-2251	start using a different accent	change_accent
test-2252	talk to me in a different accent	change_accent
test-2253	alter your accent	change_accent
test-2254	change to the female voice	change_accent
test-2255	i want to hear the female voice from now on	change_accent
test-2256	i want the male voice	change_accent
test-2257	could you use the female voice	change_accent
test-2258	female voice please	change_accent
test-2259	can you switch to the male voice	change_accent
test-2260	the male voice please	change_accent
test-2261	could you use the male voice	change_accent
test-2262	i want the female voice	change_accent
test-2263	i want you to change your accent	change_accent
test-2264	would you please switch to the male voice	change_accent
test-2265	i would like you to change your accent	change_accent
test-2266	i want you to change to the male voice	change_accent
test-2267	can you change to the male voice	change_accent
test-2268	change to girl voice	change_accent
test-2269	please switch to the girl voice	change_accent
test-2270	change to the females voice please	change_accent
test-2271	switch voice option to female	change_accent
test-2272	change voice to female	change_accent
test-2273	use the female voice	change_accent
test-2274	change settings to sound like a female	change_accent
test-2275	turn to the voice of the woman	change_accent
test-2276	change to the woman voice	change_accent
test-2277	i like the female voice, switch please	change_accent
test-2278	speak with a male british accent	change_accent
test-2279	would you change your voice to the male british accent for me	change_accent
test-2280	what site can i get my w2	w2
test-2281	where do we get our w2 forms	w2
test-2282	where can i get my w2	w2
test-2283	where can i get my w2 from	w2
test-2284	i would like to know where i can find my w2 for tax reasons	w2
test-2285	what steps do i need to take to obtain my w2 for taxes	w2
test-2286	what do i do if i need my w2 for my my taxes	w2
test-2287	how can i get get a copy of my w2 for tax purposes	w2
test-2288	can you tell me the process for obtaining a copy of my w2 for my taxes	w2
test-2289	where do i go to get that work tax form thing	w2
test-2290	what do i need to do to get that tax form thing from my job	w2
test-2291	how do i get that tax form from my employer	w2
test-2292	where can i find that tax form my employer gives me	w2
test-2293	how do i get the form to file my taxes from my employer	w2
test-2294	where do i look to get a w2	w2
test-2295	i need a w2 form from	w2
test-2296	can you trll me where to get my w2	w2
test-2297	i want to get the w-2 form	w2
test-2298	i wanna know where to find a w2	w2
test-2299	i wanna know where to get my w2	w2
test-2300	tell me where to a w2 form	w2
test-2301	i must know where to get my w2	w2
test-2302	i wanna get my w-2 form	w2
test-2303	i need a w2, so where is it	w2
test-2304	where can i find a w2	w2
test-2305	i must get the w-2 form	w2
test-2306	help me get w-2 form	w2
test-2307	i wanna know where the w2 is	w2
test-2308	help me get my w-2 form	w2
test-2309	can't find w-2	w2
test-2310	when is my electric bill due by	bill_due
test-2311	when is my car insurance bill due	bill_due
test-2312	how long until my water bill is due	bill_due
test-2313	what's the latest i can pay my cellular bill	bill_due
test-2314	what's the due date for my netflix subscription	bill_due
test-2315	tell me where i can find my exterminator bill's due date	bill_due
test-2316	how do i locate the due date for my bug bill	bill_due
test-2317	where can i see the due date for auto loan bill	bill_due
test-2318	when is my cell phone due	bill_due
test-2319	i need to know where my due date is for my lawn bill	bill_due
test-2320	where can i find when my car payment bill is due	bill_due
test-2321	what's the ultimate day for me to pay the internet bill	bill_due
test-2322	tell me the last day i can pay my gas bill	bill_due
test-2323	what's the due date for my comcast bill	bill_due
test-2324	i need to know when my water bill is due	bill_due
test-2325	please tell me how to find out when my rent is due	bill_due
test-2326	i need to know when my electricity bill is due	bill_due
test-2327	can you tell me when my cable bill is due	bill_due
test-2328	i need to find out how to check the due date for the water bill	bill_due
test-2329	when does the current billing cycle end	bill_due
test-2330	is the bill due today	bill_due
test-2331	is the bill due	bill_due
test-2332	when do i have to pay my internet	bill_due
test-2333	i want to know when the deadline is to pay my car loan	bill_due
test-2334	tell me when my water bill is due	bill_due
test-2335	what day of the month do i have to pay my mortgage	bill_due
test-2336	when is my electricity due date	bill_due
test-2337	i need to know the next billing date of my american express card	bill_due
test-2338	when does my gas bill need paid by	bill_due
test-2339	when is next month's cable bill due	bill_due
test-2340	number of calories in coke	calories
test-2341	what kind of calories do chicken tenders have	calories
test-2342	calorie content of dr pepper	calories
test-2343	what's the calorie content of chicken nuggets	calories
test-2344	how many calories are in hamburgers	calories
test-2345	what is the calorie count for this milkshake	calories
test-2346	how many calories does an orange have	calories
test-2347	what is the total number of calories in this pizza	calories
test-2348	how many calories are in a burger	calories
test-2349	rolls have how many calories	calories
test-2350	what is the calorie content in bananas	calories
test-2351	what is the calorie content in peanut butter	calories
test-2352	what is the calorie content in french fries	calories
test-2353	what is the calorie content in potatoes	calories
test-2354	what is the calorie content in spaghetti	calories
test-2355	i need to know the calorie content of spaghetti	calories
test-2356	how many calories are in a sandwich	calories
test-2357	what number of calories are in a pizza	calories
test-2358	what is the number of calories in a steak	calories
test-2359	how many calories are in a cheeseburger	calories
test-2360	can you check the amount of calories in a chicken sandwich	calories
test-2361	what is the calorie count of a burrito	calories
test-2362	calorie check, cheese burger	calories
test-2363	how many calories are in a taco	calories
test-2364	can you see how many calories are in cream of mushroom soup	calories
test-2365	the intake of calories it it bad	calories
test-2366	how much is alorie intake	calories
test-2367	hoq many calories does pasta have	calories
test-2368	how many calories can i expect to be in fries	calories
test-2369	what's the calorie content of french fries	calories
test-2370	tell me how to go about reporting a damaged card	damaged_card
test-2371	my card is damaged	damaged_card
test-2372	i want to report a damaged card	damaged_card
test-2373	where should i report a damaged card	damaged_card
test-2374	can you find out how to report a damaged card	damaged_card
test-2375	my card has become too frayed and torn to use	damaged_card
test-2376	what do i do about a card that's too messed up to be properly scanned	damaged_card
test-2377	my card became damaged when i dropped it in the parking lot and it got ran over	damaged_card
test-2378	i have a damaged card that needs replaced because my son dropped it in a blender	damaged_card
test-2379	i sat on my credit card and broke it in half and need it replaced	damaged_card
test-2380	my credit card got torn and i need a new one	damaged_card
test-2381	what do i do with a damaged credit card	damaged_card
test-2382	how do i replace a damaged card	damaged_card
test-2383	i have a card that needs replaced because my wine dumped wine on it	damaged_card
test-2384	i spilled wine on my credit card and now its all mushy and needs to be replaced	damaged_card
test-2385	my dog swallowed my credit card and i need a new one	damaged_card
test-2386	i want to report a damaged card that my cat shredded with its claws	damaged_card
test-2387	i need to replace a card that my daughter spilled juice on	damaged_card
test-2388	i'm unable to use my card because it's been ruined	damaged_card
test-2389	i can't use my card because it’s damaged badly	damaged_card
test-2390	i cannot use my card cuz it's damaged	damaged_card
test-2391	i can't use my card because it’s messed up	damaged_card
test-2392	i can't use my card because it’s broken	damaged_card
test-2393	i can't use my card because i damaged it	damaged_card
test-2394	who should i talk to about the fact that i inadvertently split my card almost in half	damaged_card
test-2395	i accidentally deactivated the magnetic stripe on my visa debit card and i need to report it	damaged_card
test-2396	can i talk to someone to let them know my card was damaged from being melted on a radiator	damaged_card
test-2397	i would like to report a damaged card that was burnt	damaged_card
test-2398	i would like to report my card damaged since i accidentally spilled gorilla glue all over it and the numbers are now obscured	damaged_card
test-2399	my visa has been damaged	damaged_card
test-2400	does applebees have good reviews	restaurant_reviews
test-2401	are the reviews ned get's good	restaurant_reviews
test-2402	is the review ned's have good	restaurant_reviews
test-2403	are ned's reviews good	restaurant_reviews
test-2404	are the reviews for ned's good	restaurant_reviews
test-2405	how are the reviews for tacos at the buffet	restaurant_reviews
test-2406	do they serve good tacos at the buffet	restaurant_reviews
test-2407	my favorite, beef tacos at the buffet	restaurant_reviews
test-2408	they sold out of tacos at the buffet	restaurant_reviews
test-2409	yum, pulled pork tacos at the buffet	restaurant_reviews
test-2410	what do people think of the new burger at mcdonalds	restaurant_reviews
test-2411	how are the reviews for the supreme pizza at papa john's	restaurant_reviews
test-2412	what are people saying about chick-fil-a's chicken nuggets	restaurant_reviews
test-2413	show me the reviews for the new jalapeno fries at taco bell	restaurant_reviews
test-2414	give me some feedback about the pasta at piada please	restaurant_reviews
test-2415	how is gramercy tavern rated	restaurant_reviews
test-2416	how many stars does babbo have	restaurant_reviews
test-2417	does cielo have good reviews	restaurant_reviews
test-2418	do people say per se is any good or not	restaurant_reviews
test-2419	what do food critics say about gramercy tavern	restaurant_reviews
test-2420	what are the reviews like for l'auberge aubergine	restaurant_reviews
test-2421	how many stars does brasserie les halles have	restaurant_reviews
test-2422	what rating do the critics give the french laundry	restaurant_reviews
test-2423	does acero have good or bad ratings	restaurant_reviews
test-2424	has the french laundry gotten good reviews lately	restaurant_reviews
test-2425	what kind of reviews does the olive garden have	restaurant_reviews
test-2426	what's the average review for olive garden	restaurant_reviews
test-2427	oliver garden reviews	restaurant_reviews
test-2428	does olive garden have good customer reviews	restaurant_reviews
test-2429	does olive garden have good reviews	restaurant_reviews
test-2430	i need my routing number for my checking account at bb&t bank	routing
test-2431	what is my routing number to my checking account at bb&t bankj	routing
test-2432	tell me my routing number at my bank, community trust	routing
test-2433	what is the routing number of my checking account at first national bankj	routing
test-2434	give me the routing number of my checking account at my main bank, first commerce	routing
test-2435	what is my bank routing number	routing
test-2436	what's my routing number	routing
test-2437	what's wells fargo's routing number	routing
test-2438	tell me my routing number	routing
test-2439	where can i find my routing number	routing
test-2440	where's the routing number for wells fargo	routing
test-2441	where can i find wells fargo's routing number	routing
test-2442	where is wells fargo's routing number listed	routing
test-2443	where should i go to find the routing number for well's fargo	routing
test-2444	is my routing number on my account page	routing
test-2445	what is the bank's routing number	routing
test-2446	i want to know what my routing number is	routing
test-2447	i need a routing number	routing
test-2448	does pnc have a routing number	routing
test-2449	can you tell me the routing number to pnc	routing
test-2450	can you please read me the routing number to pnc	routing
test-2451	where can i find routing number for pnc	routing
test-2452	what is the routing number for pnc	routing
test-2453	i need x's routing number	routing
test-2454	where would century bank have their routing number listed	routing
test-2455	where do i go if i am seeking the routing number of dallas capital	routing
test-2456	what is the location that td bank has their routing number listed	routing
test-2457	where would the routing number for first utah be located	routing
test-2458	tell me what my savings account routing number is	routing
test-2459	what is chase bank's routing number	routing
test-2460	cats or dogs are your preference	do_you_have_pets
test-2461	what kinds of pets do you own	do_you_have_pets
test-2462	do you have any pets and what kind	do_you_have_pets
test-2463	would you describe yourself as a cat or dog person	do_you_have_pets
test-2464	you have what types or kinds of pets	do_you_have_pets
test-2465	are you a pet owner what kind	do_you_have_pets
test-2466	do you have a pet	do_you_have_pets
test-2467	would you call yourself a cat or dog person	do_you_have_pets
test-2468	what kind of animals do you own	do_you_have_pets
test-2469	can you name the type of pets you have	do_you_have_pets
test-2470	do you have any pets	do_you_have_pets
test-2471	are you a pet owner and what kind	do_you_have_pets
test-2472	what pets do you own	do_you_have_pets
test-2473	tell me any animals that you have as pets	do_you_have_pets
test-2474	do you have cats or dogs or something else as a pet	do_you_have_pets
test-2475	please tell me the types of pets you have	do_you_have_pets
test-2476	how would you categorize the pets you have	do_you_have_pets
test-2477	tell me about the pets you have	do_you_have_pets
test-2478	do you have friendly or unfriendly pets	do_you_have_pets
test-2479	which pets do you have	do_you_have_pets
test-2480	which type of pets do you have	do_you_have_pets
test-2481	what pets do you have	do_you_have_pets
test-2482	do you like appreciate cats or dogs more	do_you_have_pets
test-2483	do you like cats or dogs more	do_you_have_pets
test-2484	which kinds of pets do you own	do_you_have_pets
test-2485	do you prefer cats or dogs	do_you_have_pets
test-2486	do you prefer cats or dogs more	do_you_have_pets
test-2487	which kinds of pets do you have	do_you_have_pets
test-2488	do you currently have any pets	do_you_have_pets
test-2489	what is the total number of pets that you have	do_you_have_pets
test-2490	please book a meeting room for thusday at 4:00	schedule_meeting
test-2491	would you please schedule a meeting room for 4:00 on thursday	schedule_meeting
test-2492	could you schedule a meeting room for 4:00 on thursday	schedule_meeting
test-2493	will you schedule a conference room for thursday at 4:00	schedule_meeting
test-2494	can you reserve a meeting space for 4:00 on thursday	schedule_meeting
test-2495	i need to know how to schedule a meeting	schedule_meeting
test-2496	please help me figure out how to set up a meeting	schedule_meeting
test-2497	i need assistance scheduling a meeting	schedule_meeting
test-2498	walk me through the process of scheduling a meeting	schedule_meeting
test-2499	help me set up a meeting please	schedule_meeting
test-2500	i need a meeting room between 3-7, are any available	schedule_meeting
test-2501	can you tell me if there are meeting rooms available between 1 and 4	schedule_meeting
test-2502	are meeting rooms free between 8-3	schedule_meeting
test-2503	do you know if meeting rooms are open to use 1-2	schedule_meeting
test-2504	can you check if meeting rooms are available between 4 and 5	schedule_meeting
test-2505	meeting rooms open between one and three pm	schedule_meeting
test-2506	check meeting room availability between one and three pm	schedule_meeting
test-2507	what meeting rooms are available for meeting 5pm friday	schedule_meeting
test-2508	reserve a meeting room for friday, 5pm	schedule_meeting
test-2509	one and three pm are there meeting rooms open	schedule_meeting
test-2510	friday 5pm schedule a room for meeting	schedule_meeting
test-2511	open meeting rooms from one to three pm	schedule_meeting
test-2512	can you reserve a room for a friday meeting at 5pm	schedule_meeting
test-2513	reserve a meeting room for 5pm on friday	schedule_meeting
test-2514	check meeting rooms available between one and three pm	schedule_meeting
test-2515	i need to schedule meeting room for monday at 2:30 pm, please	schedule_meeting
test-2516	i would like you to reserve a conference room for noon tomorrow	schedule_meeting
test-2517	please reserve a meeting room for 1:00 pm on tuesday	schedule_meeting
test-2518	go ahead and hold a conference room for friday at 11 am, please	schedule_meeting
test-2519	can you book a meeting room for friday at 9:00 am	schedule_meeting
test-2520	which gas would be best	gas_type
test-2521	what type of gas should i use	gas_type
test-2522	which type of gas should i get	gas_type
test-2523	can you tell me what gas this car takes	gas_type
test-2524	can you tell me this vehicles gas type	gas_type
test-2525	what fuel should i use for this car	gas_type
test-2526	what kind of gas should i use for this car	gas_type
test-2527	i need to know the gas type for this vehicle	gas_type
test-2528	for this car what kind of fuel does it take	gas_type
test-2529	i need to know the type of gas for this car	gas_type
test-2530	i want to know what kind of gas this car uses	gas_type
test-2531	what gas does this car use	gas_type
test-2532	what fuel do i put in this car	gas_type
test-2533	what type of gas goes into the car	gas_type
test-2534	what type of fuel does this car utilize	gas_type
test-2535	what type of gas do i put in this new car	gas_type
test-2536	what type of gas do i use in this car	gas_type
test-2537	is there a certain kind of fuel needed	gas_type
test-2538	what gas goes in the vehicle	gas_type
test-2539	what raiting of gas is called for	gas_type
test-2540	what kind of gas goes in	gas_type
test-2541	can you tell me what kind of gas your car uses	gas_type
test-2542	what kind of gas does your car use	gas_type
test-2543	the car you are driving uses what kind of gas	gas_type
test-2544	what kind of gas can i put into this car	gas_type
test-2545	which gas type goes into this car	gas_type
test-2546	which type of gas does this car take	gas_type
test-2547	i need gas what type do i need for this car	gas_type
test-2548	what types of gas can i get for this car	gas_type
test-2549	which type of gas does my car use	gas_type
test-2550	would a socket converter be needed in france	plug_type
test-2551	how do i plug stuff in in france	plug_type
test-2552	is socket converter required in france	plug_type
test-2553	does france use a socket converter	plug_type
test-2554	is electricity the same in france	plug_type
test-2555	will i need a plug converter when i visit costa rica	plug_type
test-2556	will i require a plug converter when i visit kenya	plug_type
test-2557	will i need to get a plug converter when i visit guam	plug_type
test-2558	do i require a plug converter when i visit puerto rico	plug_type
test-2559	will i need to have a plug converter when i visit madrid	plug_type
test-2560	z uses which type of plug	plug_type
test-2561	what sort of plug is used in the caribbean	plug_type
test-2562	which plug is used in japan	plug_type
test-2563	plug used in china	plug_type
test-2564	what kind of plug is used in england	plug_type
test-2565	what do i need for a plug in wales	plug_type
test-2566	does z used the same plus as we do in the united states	plug_type
test-2567	can i used the same type of plug in z as i do in the us	plug_type
test-2568	electrical plugs used in that country	plug_type
test-2569	are the electric plugs the same over in that country	plug_type
test-2570	what kind of electrical outlet does that country use	plug_type
test-2571	do i need a converter for my electronics when i go to that coutntry	plug_type
test-2572	can i plug in my electronics there like normal	plug_type
test-2573	is a socket converter necessary if i'm travelling to london	plug_type
test-2574	are socket converters something i need to bring if going to australia	plug_type
test-2575	can i use electronic devices in mexico without a socket converter	plug_type
test-2576	are socket converters needed if i'm going to cape town	plug_type
test-2577	does sweden use the same kind of socket or do i need a converter	plug_type
test-2578	what plug type is used internationally	plug_type
test-2579	what's the plug type in honduras	plug_type
test-2580	when would you change my tires	tire_change
test-2581	when is the next time i should get my tires changed	tire_change
test-2582	how soon should i get my tires changed	tire_change
test-2583	how often should i get my tires changed	tire_change
test-2584	do you know when i should get my tires changed next	tire_change
test-2585	when should my tires be changed	tire_change
test-2586	i need to know when i should change my tires	tire_change
test-2587	how soon till i need to change my tires	tire_change
test-2588	can you tell me when my tires have to be changed	tire_change
test-2589	am i almost due for a tire change	tire_change
test-2590	when is my car due for an tire change	tire_change
test-2591	how do i know when to get the tires changed on my car	tire_change
test-2592	how often should my tires be changed	tire_change
test-2593	how often should i change the tires on my car	tire_change
test-2594	i replaced tires last june when should i do it again	tire_change
test-2595	on feb 3rd i changed my tires are they still good	tire_change
test-2596	my tires are 29 months old should u change them	tire_change
test-2597	when do my tires need changing after i replaced them last week	tire_change
test-2598	in september i changed my tires are they in need of changing	tire_change
test-2599	how do i know if it is time to replace my tires	tire_change
test-2600	how long does the average set of tire last before needing replacement	tire_change
test-2601	how long are my tires expected to last before needing to be replaced	tire_change
test-2602	how many miles are my tires rated for	tire_change
test-2603	what is the time for a tire change	tire_change
test-2604	my tires should be changed when	tire_change
test-2605	tell me when to get my tires changed	tire_change
test-2606	when is it time for a change in tires	tire_change
test-2607	what is the timeframe for getting my tires changed	tire_change
test-2608	tell me when i'll need new tires	tire_change
test-2609	when will my tires need to be changed	tire_change
test-2610	convert 200 us dollars to british pounds	exchange_rate
test-2611	how many japanese yen are in a us dollar	exchange_rate
test-2612	how much is 5 us dollars worth in canadian dollars	exchange_rate
test-2613	can you tell me what 100 british pounds equals in us dollars	exchange_rate
test-2614	what is the exchange rate between us dollars and japanese yen	exchange_rate
test-2615	whats the current exchange rate between usd and eur	exchange_rate
test-2616	what's the exhange rate between mxn and gbp	exchange_rate
test-2617	what is the current exchange rate between mxn and eur	exchange_rate
test-2618	what's the exchange rate between ils and usd	exchange_rate
test-2619	what is the usd mxn exchange rate	exchange_rate
test-2620	how many mexican pesos is a us dollar worth	exchange_rate
test-2621	how much is one us dollar in british pounds	exchange_rate
test-2622	whats the exchange rate for us dollars to british pounds	exchange_rate
test-2623	what is a british pound worth in mexican pesos	exchange_rate
test-2624	how many mexican pesos can i get for one us dollar	exchange_rate
test-2625	look up the rate of exchange between pesos and usd	exchange_rate
test-2626	find me the exchange rate between usd and cad	exchange_rate
test-2627	what is the exchange rate between euros and pesos	exchange_rate
test-2628	tell me the current exchange rate between cad and euros	exchange_rate
test-2629	what is the present exchange rate between usd and british pound	exchange_rate
test-2630	convert 20 yen to dollars	exchange_rate
test-2631	how many dollars can i get for 20 yen	exchange_rate
test-2632	how many dollars is 20 yen worth	exchange_rate
test-2633	20 yen is how many dollars	exchange_rate
test-2634	20 yen equals how many dollars	exchange_rate
test-2635	is $30 usd more or less in canada	exchange_rate
test-2636	in canadian dollars, what is $30	exchange_rate
test-2637	what is the conversion of $30 in canadian dollars	exchange_rate
test-2638	can you please convert $30 usd to canadian dollars	exchange_rate
test-2639	how much is $30 usd in canadian dollar	exchange_rate
test-2640	on what day is our next free day	next_holiday
test-2641	on what day is our next day off	next_holiday
test-2642	what day is our next day off	next_holiday
test-2643	is our next day off soon	next_holiday
test-2644	do you know when our next day off is	next_holiday
test-2645	when are we off work next	next_holiday
test-2646	when is the next day we have off	next_holiday
test-2647	when will our next day off be	next_holiday
test-2648	are there any holidays coming and when	next_holiday
test-2649	how many holidays are there and when is the next one here	next_holiday
test-2650	for the holidays when is the next one we do here	next_holiday
test-2651	what holiday is next and when	next_holiday
test-2652	how long before the next holiday here	next_holiday
test-2653	what's the wait period until the next day off	next_holiday
test-2654	when will my next vacation day be	next_holiday
test-2655	how long do i have to wait to get a day off	next_holiday
test-2656	when's the next day off	next_holiday
test-2657	how many days left until the next day out of work	next_holiday
test-2658	tell me the next holiday	next_holiday
test-2659	tell me how long until the next day off	next_holiday
test-2660	i got to know how long until the next day off	next_holiday
test-2661	i wanna know how long until the next day off	next_holiday
test-2662	i need to know how long until the next day off	next_holiday
test-2663	i wanna know the next holiday	next_holiday
test-2664	let me know how long until the next day off	next_holiday
test-2665	i wish to know the next holiday	next_holiday
test-2666	i must know the next holiday	next_holiday
test-2667	i would like to know the next holiday	next_holiday
test-2668	find the next holiday	next_holiday
test-2669	when is the soonest holiday	next_holiday
test-2670	turn volume up to 4	change_volume
test-2671	adjust volume setting to 4	change_volume
test-2672	keep volume at 4 all the time	change_volume
test-2673	put volume setting on number 4	change_volume
test-2674	please make sure the volume stays at 4	change_volume
test-2675	put the volume to 4	change_volume
test-2676	volume to 4	change_volume
test-2677	turn down your speaker	change_volume
test-2678	decrease your decibel level	change_volume
test-2679	be more quiet	change_volume
test-2680	please lower the sound	change_volume
test-2681	speak up	change_volume
test-2682	not so loud	change_volume
test-2683	quieter please	change_volume
test-2684	increase the volume	change_volume
test-2685	turn up the volume	change_volume
test-2686	speak louder please	change_volume
test-2687	please lower your volume	change_volume
test-2688	louder please	change_volume
test-2689	turn down the volume	change_volume
test-2690	can you speak quieter	change_volume
test-2691	turn to volume 4	change_volume
test-2692	set 4 as the volume	change_volume
test-2693	turn volume to 4	change_volume
test-2694	volume 4 set	change_volume
test-2695	volume set to 4	change_volume
test-2696	i can't hear you and need you to turn up the volume	change_volume
test-2697	turn up your speaker volume	change_volume
test-2698	can you speak louder	change_volume
test-2699	can you turn up the volume for your speaker	change_volume
test-2700	who is in charge of you when you work	who_do_you_work_for
test-2701	who is responsible for your employment	who_do_you_work_for
test-2702	who do you report to for your work	who_do_you_work_for
test-2703	let me know who your boss is	who_do_you_work_for
test-2704	i want to know who your boss is	who_do_you_work_for
test-2705	would you let me know who your boss is	who_do_you_work_for
test-2706	i would like to know who your boss is	who_do_you_work_for
test-2707	are you my insubordinate	who_do_you_work_for
test-2708	does someone else control you	who_do_you_work_for
test-2709	do i own you	who_do_you_work_for
test-2710	what firm do you work for	who_do_you_work_for
test-2711	do you take your orders from me	who_do_you_work_for
test-2712	do i control you	who_do_you_work_for
test-2713	am i in charge of you	who_do_you_work_for
test-2714	is there another person that controls you	who_do_you_work_for
test-2715	who do you take your orders from	who_do_you_work_for
test-2716	would you consider someone else your boss	who_do_you_work_for
test-2717	do you take orders from someone else	who_do_you_work_for
test-2718	who controls you	who_do_you_work_for
test-2719	who's your boss	who_do_you_work_for
test-2720	what company do you work for	who_do_you_work_for
test-2721	who employs you	who_do_you_work_for
test-2722	where do you work	who_do_you_work_for
test-2723	who is it that you work for	who_do_you_work_for
test-2724	whom do you work for	who_do_you_work_for
test-2725	who is your job with	who_do_you_work_for
test-2726	what company are you employed by	who_do_you_work_for
test-2727	what is the name of the place you work at	who_do_you_work_for
test-2728	what's your boss's name	who_do_you_work_for
test-2729	who can i talk to above you	who_do_you_work_for
test-2730	what's the most i can charge on my card	credit_limit
test-2731	how much do i have available on my visa card	credit_limit
test-2732	what is my visa credit limit	credit_limit
test-2733	how much of a credit limit does visa allow	credit_limit
test-2734	is there a substantial credit limit on my visa	credit_limit
test-2735	as my visa got a high enough limit on it	credit_limit
test-2736	what is my credit max	credit_limit
test-2737	what is my credit card spending limit	credit_limit
test-2738	what's my daily spending limit	credit_limit
test-2739	tell me my credit limit	credit_limit
test-2740	how much credit do i have on my discover card	credit_limit
test-2741	do i have a monthly spending limit	credit_limit
test-2742	what's the limit on my discover card	credit_limit
test-2743	is there a spending limit	credit_limit
test-2744	what is my credit limit on my discover	credit_limit
test-2745	what's my spending limit on my discover	credit_limit
test-2746	how much is my maximum to spend on credit cards	credit_limit
test-2747	what's my discover credit limit	credit_limit
test-2748	how much can i use on my visa	credit_limit
test-2749	my visa has what limit	credit_limit
test-2750	tell me my visa limit	credit_limit
test-2751	look up how high my visa limit is	credit_limit
test-2752	what is the limit on my visa	credit_limit
test-2753	what is my state bank of india card credit limit	credit_limit
test-2754	calculate the limit i have available for spending on my natwest card	credit_limit
test-2755	tell me my hsbc card credit limit	credit_limit
test-2756	what's the spending limit on my lloyds card	credit_limit
test-2757	i need you to tell me the credit limit for my republic bank card	credit_limit
test-2758	how high is my credit limit	credit_limit
test-2759	i want to know my credit limit	credit_limit
test-2760	is the resataurant busy at 5:00 pm	how_busy
test-2761	how busy is the cafe at 7:00	how_busy
test-2762	would tio's be crowded at 7	how_busy
test-2763	can i get a table for four at 8:00	how_busy
test-2764	is the friday's full after 4	how_busy
test-2765	how long is the wait at fridays	how_busy
test-2766	is the mexican place crowded at night	how_busy
test-2767	are cool people at the bar at 9:00 pm	how_busy
test-2768	what is the best time to go to get a burger without a line	how_busy
test-2769	how long before i can eat at chic fil a	how_busy
test-2770	how long to be seated at carrabas	how_busy
test-2771	is the wait at pizza hut long	how_busy
test-2772	is the breakfast place full in the mornings	how_busy
test-2773	is the wait more than an hour at the italian place	how_busy
test-2774	tell me how busy red robin is at 5 pm	how_busy
test-2775	i wanna know how busy denny's is at 5 am	how_busy
test-2776	i need to know how busy denny's is at 6 am	how_busy
test-2777	how busy is red robin around 5 pm	how_busy
test-2778	so how busy is the outback steakhouse at 5 pm	how_busy
test-2779	tell me mr joes pizza average wait time	how_busy
test-2780	is mr joes pizza available for a seating	how_busy
test-2781	does mr joes pizza usually have a long wait	how_busy
test-2782	can you find out the waiting times for mr joes pizza	how_busy
test-2783	what's the typical wait time for mr joes pizza	how_busy
test-2784	how busy is cheesecake factory right now	how_busy
test-2785	how long is the wait at cheesecake factory	how_busy
test-2786	how long will i have to wait at cheesecake factory	how_busy
test-2787	is cheesecake factory busy right now	how_busy
test-2788	check how busy cheesecake factory is	how_busy
test-2789	is there a long wait at chili's around 5:00	how_busy
test-2790	can i do a reservation at sammy's crab shack	accept_reservations
test-2791	does bill's house of chop suey accept reservations	accept_reservations
test-2792	check if bj's takes reservations	accept_reservations
test-2793	does bj's take reservations	accept_reservations
test-2794	will bj's take reservations	accept_reservations
test-2795	do you know if i can make reservations at bj's	accept_reservations
test-2796	tell me if the new york restaurant takes reservations	accept_reservations
test-2797	can i reserve tables at the new york restaurant	accept_reservations
test-2798	i want to know if the new york restaurant takes reservations	accept_reservations
test-2799	does the new york restaurant take reservations	accept_reservations
test-2800	is it possible to make reservations at the new york restaurant	accept_reservations
test-2801	do you have any idea if the flying wing does reservations	accept_reservations
test-2802	does village inn let you make reservations	accept_reservations
test-2803	is it possible to get reservations at ihop	accept_reservations
test-2804	is it possible to reserve a table at white castle	accept_reservations
test-2805	do you think they'll let me reserve a table at the olive garden	accept_reservations
test-2806	do they take reservations at applebeesi	accept_reservations
test-2807	does applebees do reservations	accept_reservations
test-2808	can applebees take reservations	accept_reservations
test-2809	can i get reservations at applebees	accept_reservations
test-2810	does applebees take reservations	accept_reservations
test-2811	tell me if taco bell takes reservations	accept_reservations
test-2812	any clue as to if taco bell takes reservations	accept_reservations
test-2813	do you know if taco bell takes reservations	accept_reservations
test-2814	any idea as to if taco bell takes reservations	accept_reservations
test-2815	do you know if l'arpege will ask for reservations	accept_reservations
